Customer Name,Customer State,Product Name,Total Quantity Bought,Unit,Total Value (INR),Total Purchases (Invoices)
M/S ARADHYA BEVERAGES,Bihar,PET PREFORMS(28 MM 19 GM STAR),2100.0,kgs,224700.0,1
M/S ARADHYA BEVERAGES,Bihar,PET PREFORMS (28MM 8.6 Gm Star ),900.0,kgs,96300.0,1
M/S ARADHYA BEVERAGES,Bihar,PET PREFORMS(28 MM 31 GM ) STAR,750.0,kgs,80250.0,1
M/S ARADHYA BEVERAGES,Bihar,PLASTIC CAPS DELUX  HANDLE(SMALL),24000.0,pcs,6240.0,1
M/S AUM PACKAGING UNIT -II,Assam,PET PREFORMS (28MM 8.6 Gm Star ),8520.0,kgs,962760.0,1
M/S AUM PACKAGING UNIT -II,Assam,PET PREFORMS (28MM 26 GM SHORT PCO)- HOT FILL,1110.0,kgs,123210.0,1
M/S DEBNATH BEVERAGE INDUSTRY,West Bengal,PET PREFORM (28MM 11.6 GM STAR),22760.0,kgs,2581805.0,13
M/S DEBNATH BEVERAGE INDUSTRY,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,6000.0,kgs,695000.0,4
M/S DEBNATH BEVERAGE INDUSTRY,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),3120.0,kgs,354120.0,2
M/S DEBNATH BEVERAGE INDUSTRY,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),2600.0,kgs,289430.0,3
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),43080.0,kgs,4928113.5,79
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),21150.0,kgs,2415390.0,57
M/S FAMOUS PVC PIPE,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),19320.0,kgs,2247052.5,74
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),18575.0,kgs,2192300.0,49
M/S FAMOUS PVC PIPE,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),16475.0,kgs,2009505.0,50
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),13170.0,kgs,1514115.0,25
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,11850.0,kgs,1351440.0,50
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),10200.0,kgs,1163286.0,51
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),9450.0,kgs,1086937.5,45
M/S FAMOUS PVC PIPE,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),6090.0,kgs,695145.0,23
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS 28MM24GM PCO CSD,4795.0,kgs,560510.0,20
M/S FAMOUS PVC PIPE,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),3325.0,kgs,416100.0,12
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORM (48MM 73 GM) STAR,1050.0,kgs,124325.0,4
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28MM 24GM PCO CSD GREEN),750.0,kgs,90000.0,5
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS (28MM 21GM STAR),600.0,kgs,68050.0,5
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),570.0,kgs,64350.0,3
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),300.0,kgs,33900.0,1
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS (28MM 22 GM SHORT PCO)- HOT FILL,240.0,kgs,28320.0,1
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORM(28 MM 24.5 GM PCO )GREEN,125.0,kgs,14937.5,1
M/S FAMOUS PVC PIPE,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),90.0,kgs,10395.0,1
M/S HIRAN BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),1620.0,kgs,196830.0,3
M/S HIRAN BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),1020.0,kgs,119850.0,2
M/S HIRAN BEVERAGES,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),1050.0,kgs,111855.0,2
M/S JAY MAA TARA WATER,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),1050.0,kgs,155400.0,1
M/S JAY MAA TARA WATER,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),780.0,kgs,111690.0,2
M/S JAY MAA TARA WATER,West Bengal,PET PREFORMS(28MM 12.5 GM Star),750.0,kgs,109650.0,2
M/S JAY MAA TARA WATER,West Bengal,PET PREFORM (28MM 11.6 GM STAR),210.0,kgs,30180.0,2
M/S JOY MA KALI WATER PROJECT,West Bengal,PET PREFORMS(28MM 12.5 GM Star),8640.0,kgs,979830.0,8
M/S JOY MA KALI WATER PROJECT,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),2910.0,kgs,318180.0,4
M/S JOY MA KALI WATER PROJECT,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1590.0,kgs,180780.0,5
M/S JOY MA KALI WATER PROJECT,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1375.0,kgs,148750.0,2
M/S JOY MA KALI WATER PROJECT,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),30.0,kgs,3300.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),2400.0,kgs,263730.0,12
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2070.0,kgs,232032.0,9
M/S MONDAL AQUA INDUSTRIES,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),1440.0,kgs,184260.0,7
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),1470.0,kgs,167280.0,12
M/S MONDAL AQUA INDUSTRIES,West Bengal,1881 CSD CAPS,305000.0,pcs,151650.0,14
M/S MONDAL AQUA INDUSTRIES,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1020.0,kgs,141000.0,6
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1125.0,kgs,129280.0,10
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1020.0,kgs,117810.0,6
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),870.0,kgs,101460.0,6
M/S MONDAL AQUA INDUSTRIES,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),725.0,kgs,97925.0,2
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (28MM 21GM STAR),825.0,kgs,95037.5,9
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),420.0,kgs,53520.0,4
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28 MM 26 GM STAR),450.0,kgs,52140.0,4
M/S MONDAL AQUA INDUSTRIES,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),225.0,kgs,30212.5,2
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORM (28MM 11.6 GM STAR),210.0,kgs,28440.0,3
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (48 MM 63 GM STAR),180.0,kgs,19800.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),180.0,kgs,19620.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),120.0,kgs,13380.0,2
M/S MONDAL AQUA INDUSTRIES,West Bengal,22/26 MM WATER CAP,54000.0,pcs,12660.0,5
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(53 MM 17 GM JAR),100.0,kgs,11900.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(28 MM 19 GM STAR),90.0,kgs,10428.0,2
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(96 MM 50 GM JAR),75.0,kgs,8775.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (26/22 MM 7.1 GM STAR ),60.0,kgs,8760.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORM 28MM 13.5 GM PCO,30.0,kgs,3330.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),30.0,kgs,3210.0,1
M/S MONDAL AQUA INDUSTRIES,West Bengal,PET PREFORMS(53 MM 24GM JAR),20.0,kgs,2340.0,1
"M/S N.K. FOOD  BEVERAGE, RANGAGORA HUZ HAIBORGAON",Unknown,22/26 MM WATER CAP,10000.0,pcs,2200.0,1
"M/S N.K. FOOD  BEVERAGE, RANGAGORA HUZ HAIBORGAON",Unknown,PET PREFORMS (26/22 MM 9.5 GM STAR),2.0,kgs,226.0,1
M/S NAMITA WATER ENTERPRISE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),2520.0,kgs,282937.5,4
M/S NAMITA WATER ENTERPRISE,West Bengal,PET PREFORM (28MM 11.6 GM STAR),2240.0,kgs,243280.0,4
M/S NAMITA WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1325.0,kgs,146593.75,7
M/S NAMITA WATER ENTERPRISE,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),1290.0,kgs,143100.0,7
M/S NAMITA WATER ENTERPRISE,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),120.0,kgs,12720.0,1
M/S OPEN GREEN,West Bengal,PET PREFORMS(28MM 12.5 GM Star),5770.0,kgs,657622.5,5
M/S OPEN GREEN,West Bengal,PET PREFORM (28MM 11.6 GM STAR),1830.0,kgs,204885.0,5
M/S OPEN GREEN,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,775.0,kgs,86825.0,3
M/S OPEN GREEN,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),755.0,kgs,84840.0,4
M/S OPEN GREEN,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),300.0,kgs,33450.0,1
M/S OPEN GREEN,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),300.0,kgs,33450.0,1
M/S OPEN GREEN,West Bengal,PET PREFORMS (28MM 21GM STAR),250.0,kgs,28687.5,1
M/S OPEN GREEN,West Bengal,Plastic Scrap,76.0,kgs,1140.0,2
M/S OPEN GREEN,West Bengal,PET PREFORMS(28 MM 33 GM STAR),2.0,kgs,225.0,1
M/S PREETI PRODUCTS,Bihar,PET PREFORMS (26/22 MM 6.5 GM STAR),810.0,kgs,89100.0,1
M/S PREETI PRODUCTS,Bihar,22/26 MM WATER CAP,80000.0,pcs,16000.0,1
M/S QUAZI FOOD AND BEVERAGE,West Bengal,PET PREFORMS(28MM 12.5 GM Star),420.0,kgs,50820.0,1
M/S QUAZI FOOD AND BEVERAGE,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),210.0,kgs,25410.0,1
M/S QUAZI FOOD AND BEVERAGE,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,100.0,kgs,12100.0,1
M/S RADHAMANI GROUP OF ENTERPRISES,Odisha,PET PREFORMS(28 MM 19 GM STAR),30.0,kgs,3360.0,1
M/S RAJU FOOD PRODUCTS,Bihar,PET PREFORM(83MM 43GM JAR),5650.0,kgs,907850.0,6
M/S RAJU FOOD PRODUCTS,Bihar,PET PREFORMS(96 MM 50 GM JAR),975.0,kgs,156450.0,3
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),14040.0,kgs,1604928.0,59
M/S S.M. POLYPET,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),12030.0,kgs,1396467.0,56
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28MM 16GM PCO),8790.0,kgs,996646.5,57
M/S S.M. POLYPET,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),7890.0,kgs,904200.0,31
M/S S.M. POLYPET,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),7770.0,kgs,879607.5,41
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),6600.0,kgs,752721.0,48
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),5520.0,kgs,636000.0,28
M/S S.M. POLYPET,West Bengal,PET PREFORM( 28 MM 15 GM PCO CSD),5040.0,kgs,597885.0,29
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),4725.0,kgs,581100.0,29
M/S S.M. POLYPET,West Bengal,PET PREFORMS(38 MM 7 GM JAR),3500.0,kgs,439120.0,30
M/S S.M. POLYPET,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),3870.0,kgs,438466.5,25
M/S S.M. POLYPET,West Bengal,Pet Preforms (28 mm 22 Gm Pco Green),3575.0,kgs,426625.0,20
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,3525.0,kgs,404395.0,17
M/S S.M. POLYPET,West Bengal,Pet Preforms (28mm 10.5 Gm Pco CSD Green),3250.0,kgs,390900.0,19
M/S S.M. POLYPET,West Bengal,PET PREFORMS(38 MM 9 GM JAR),3050.0,kgs,383300.0,27
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 19 GM STAR),1560.0,kgs,178965.0,15
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 24 GM )ROPP(AMBER),1375.0,kgs,164125.0,8
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1260.0,kgs,140341.5,12
M/S S.M. POLYPET,West Bengal,1881 CSD CAPS,335000.0,pcs,138700.0,25
M/S S.M. POLYPET,West Bengal,PET PREFORMS (26/22 MM 6.5 GM STAR),1080.0,kgs,121890.0,8
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 26 GM STAR),840.0,kgs,96180.0,9
M/S S.M. POLYPET,West Bengal,PET PREFORMS(53 MM 28GM JAR),680.0,kgs,85120.0,8
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 31 GM PCO CSD GREEN),675.0,kgs,83875.0,5
M/S S.M. POLYPET,West Bengal,PET PREFORM ( 28 mm 15 GM PCO CSD GREEN),600.0,kgs,76825.0,5
M/S S.M. POLYPET,West Bengal,PET PREFORMS(25 MM 16 GM ROPP),660.0,kgs,75150.0,6
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),630.0,kgs,72714.0,5
M/S S.M. POLYPET,West Bengal,PET PREFORMS(25MM 10.5 GM ROPP),510.0,kgs,59985.0,3
M/S S.M. POLYPET,West Bengal,PET PREFORM(25MM 14.5 GM ROPP)Lemon Yellow,500.0,kgs,58500.0,1
M/S S.M. POLYPET,West Bengal,PET PREFORMS(53 MM 17 GM JAR),375.0,kgs,47175.0,4
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 31 GM PCO CSD),375.0,kgs,43768.75,4
M/S S.M. POLYPET,West Bengal,PET PREFORM 28MM 13.5 GM PCO,300.0,kgs,36600.0,2
M/S S.M. POLYPET,West Bengal,22/26 MM WATER CAP,172000.0,pcs,35200.0,9
M/S S.M. POLYPET,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),300.0,kgs,33060.0,4
M/S S.M. POLYPET,West Bengal,PET PREFORMS(53 MM 15 GM JAR),220.0,kgs,27500.0,3
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28MM 24GM PCO CSD GREEN),225.0,kgs,27225.0,3
M/S S.M. POLYPET,West Bengal,PET PREFORMS(28 MM 21 GM PCO),180.0,kgs,20340.0,2
M/S S.M. POLYPET,West Bengal,PET PREFORM (28MM 11.6 GM STAR),180.0,kgs,19860.0,3
M/S S.M. POLYPET,West Bengal,PET PREFORMS 28MM24GM PCO CSD,150.0,kgs,17400.0,2
M/S SANDHYA AGENCY,West Bengal,Pet Preform(28 mm 10.5 Gm Pco CSD),1650.0,kgs,232650.0,4
M/S SANDHYA AGENCY,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),510.0,kgs,74460.0,1
M/S SANDHYA AGENCY,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),390.0,kgs,56550.0,1
M/S SANDHYA AGENCY,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD GREEN),250.0,kgs,37750.0,1
M/S SANDHYA AGENCY,West Bengal,1881 CSD CAPS,60000.0,pcs,32400.0,4
M/S SANDHYA AGENCY,West Bengal,PET PREFORMS(28 MM 26 GM STAR),180.0,kgs,19620.0,2
M/S SANDHYA AGENCY,West Bengal,PET PREFORMS(28 MM 24.5 GM PCO),180.0,kgs,19620.0,2
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(28 MM 19 GM STAR),13860.0,kgs,1469160.0,2
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(28 MM 26 GM STAR),7050.0,kgs,733200.0,2
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS 28MM24GM PCO CSD,5700.0,kgs,635550.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(28 MM 11.5 GM PCO CSD),3300.0,kgs,358500.0,2
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(25 MM 16 GM ROPP),1200.0,kgs,129600.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(28MM 12.5 GM Star),1020.0,kgs,113730.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(29 MM 40GM Natural),900.0,kgs,112500.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(28 MM 18.5 GM STAR),690.0,kgs,76935.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(83 MM 51 GM JAR),500.0,kgs,64500.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS (26/22 MM 10.2 GM STAR ),300.0,kgs,31200.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,PET PREFORMS(83 MM 33 GM JAR),200.0,kgs,25800.0,1
M/S SHREE SAMARTH PET INDUSTRIES,Jharkhand,22/26 MM WATER CAP,10000.0,pcs,2100.0,1
M/S SHREE SAMARTH PET INDUSTRIES (C),Jharkhand,PET PREFORMS(29 MM 40GM Natural),780.0,kgs,98716.8,1
M/S SREE GOPAL BEVERAGES,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),3000.0,kgs,339000.0,1
M/S SS FOOD  BEVERAGE INDUSTRIES,Unknown,Pet Preforms (28mm 10.5 Gm Pco CSD Green),4900.0,kgs,595180.0,7
M/S SS FOOD  BEVERAGE INDUSTRIES,Unknown,Pet Preform(28 mm 10.5 Gm Pco CSD),2040.0,kgs,238908.0,6
M/S SUKANTI MANUFACTURING INDUSTRIES,Odisha,PET PREFORM 38MM 25GM NATURAL,1000.0,kgs,115000.0,1
M/S SWAPAN AND KRISHNA ENGINEERING CONSTRUCTION CO,West Bengal,PET PREFORMS (28MM 8.6 Gm Star ),1350.0,kgs,155445.0,3
M/S SWAPAN AND KRISHNA ENGINEERING CONSTRUCTION CO,West Bengal,PET PREFORMS(28MM 18.5 GM PCO),510.0,kgs,56700.0,4
M/S SWAPAN AND KRISHNA ENGINEERING CONSTRUCTION CO,West Bengal,PET PREFORM (28MM 11.6 GM STAR),90.0,kgs,9630.0,1
M/S SWAPAN AND KRISHNA ENGINEERING CONSTRUCTION CO,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),90.0,kgs,9630.0,1
M/S Samridhi Industries,Jharkhand,PET PREFORMS(46 MM 41 GM T.BLUE),270.0,kgs,34335.0,3
M/S Samridhi Industries,Jharkhand,PET PREFORMS(46 MM 41 GM PINK),225.0,kgs,28642.5,3
M/S Samridhi Industries,Jharkhand,PET PREFORM(28 MM 24.5 GM PCO) PINK,225.0,kgs,27487.5,3
M/S Samridhi Industries,Jharkhand,PET PREFORMS (46 MM 41 GM ORANGE),210.0,kgs,26685.0,3
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 44 GM PINK),195.0,kgs,24667.5,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 44 GM R BLUE),165.0,kgs,20872.5,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 40 GM R BLUE),154.0,kgs,19593.0,3
M/S Samridhi Industries,Jharkhand,PET PREFORM(28MM 24.5 GM PCO)R.BLUE,150.0,kgs,18225.0,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(46 MM 41 GM GREEN),135.0,kgs,17167.5,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 40 GM PINK),98.0,kgs,12509.0,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29MM 40 GM GREEN),98.0,kgs,12397.0,2
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 44 GM ORANGE),90.0,kgs,11385.0,1
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 44 GM GREEN),90.0,kgs,11385.0,1
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 50 GM PINK),75.0,kgs,9487.5,1
M/S Samridhi Industries,Jharkhand,PET PREFORM(28 MM 24.5 GM PCO)ORANGE,75.0,kgs,9112.5,1
M/S Samridhi Industries,Jharkhand,PET PREFORM(28 MM 24.5 GM PCO )GREEN,50.0,kgs,6075.0,1
M/S Samridhi Industries,Jharkhand,PET PREFORMS(29 MM 40 GM ORANGE),42.0,kgs,5397.0,1
M/S TREATWELL INDIA,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),60.0,kgs,6240.0,1
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORMS(28MM 12.5 GM Star),8640.0,kgs,965292.0,10
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),3090.0,kgs,350484.0,7
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1400.0,kgs,157950.0,4
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORMS (28MM 9.4 GM STAR),1290.0,kgs,140580.0,3
M/S UTSAV DRINKING WATER,West Bengal,Pet Preforms(28MM 12.8 GM STAR),510.0,kgs,60282.0,1
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORMS(28 MM 33 GM STAR),200.0,kgs,23640.0,1
M/S UTSAV DRINKING WATER,West Bengal,PET PREFORM (28MM 11.6 GM STAR),60.0,kgs,6660.0,1
M/S VIVA BEVERAGES,Nagaland,PET PREFORMS (28MM 9.4 GM STAR),1800.0,kgs,216000.0,2
M/S-S R AQUA  ALLIED INDUSTRIES,Unknown,1881 CSD CAPS,605000.0,pcs,326150.0,13
M/S-S R AQUA  ALLIED INDUSTRIES,Unknown,PET PREFORM 28MM 13.5 GM PCO,360.0,kgs,37800.0,1
M/S-S R AQUA  ALLIED INDUSTRIES,Unknown,PET PREFORMS(38 MM 7 GM JAR),200.0,kgs,30600.0,1
M/S-S R AQUA  ALLIED INDUSTRIES,Unknown,PET PREFORMS 28 MM 31GM PCO,75.0,kgs,7875.0,1
M/S. ANISHA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM PINK),210.0,kgs,35490.0,1
M/S. ANISHA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM R BLUE),210.0,kgs,35490.0,1
M/S. ANISHA PLASTIC,West Bengal,PET PREFORMS(29 MM 40 GM T BLUE),210.0,kgs,35490.0,1
M/S. M DOLPHIN GARMENTS,West Bengal,PET PREFORMS(28MM 12.5 GM Star),1020.0,kgs,115620.0,5
M/S. M DOLPHIN GARMENTS,West Bengal,Pet Preforms (28mm 22 Gm Pco CSD),540.0,kgs,60618.0,3
M/S. M DOLPHIN GARMENTS,West Bengal,PET PREFORMS(28 MM 11.5 GM PCO CSD),240.0,kgs,28200.0,1
M/S. M DOLPHIN GARMENTS,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,125.0,kgs,14437.5,1
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28MM 12.5 GM Star),15570.0,kgs,1723162.5,18
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,2700.0,kgs,304700.0,15
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORM (28MM 11.6 GM STAR),2070.0,kgs,238912.5,4
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),2130.0,kgs,238410.0,15
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28 MM 13.2 GM STAR),1530.0,kgs,170520.0,3
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),1170.0,kgs,128520.0,4
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28 MM 33 GM STAR),300.0,kgs,33450.0,1
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,22/26 MM WATER CAP,132000.0,pcs,26290.0,3
M/S.BIPASHA WATER BOTTLE MFG,West Bengal,PET PREFORMS(28 MM 17.5 GM STAR),90.0,kgs,10012.5,1
M/s Agragami,West Bengal,PET PREFORMS(28MM 12.5 GM Star),20580.0,kgs,2282821.5,69
M/s Agragami,West Bengal,PET PREFORMS (26/22 MM 10.2 GM STAR ),6300.0,kgs,800790.0,18
M/s Agragami,West Bengal,PET PREFORMS(28 MM 18.5 GM STAR),5850.0,kgs,650037.0,51
M/s Agragami,West Bengal,PET PREFORMS(28 MM 33 GM STAR),3075.0,kgs,338647.5,32
M/s Agragami,West Bengal,PET PREFORMS(28 MM 31 GM ) STAR,1975.0,kgs,223827.5,18
M/s Agragami,West Bengal,PET PREFORMS (26/22 MM 15.8GM STAR),1440.0,kgs,197580.0,8
M/s Agragami,West Bengal,22/26 MM WATER CAP,396000.0,pcs,77396.0,6
M/s Agragami,West Bengal,PET PREFORMS (26/22 MM 9.5 GM STAR),180.0,kgs,19155.0,2
M/s Agragami,West Bengal,PLASTIC CAPS DELUX  HANDLE(SMALL),30000.0,pcs,8880.0,3
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 44 GM R BLUE),4560.0,kgs,620145.0,9
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 44 GM PINK),4560.0,kgs,620145.0,9
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 44 GM GREEN),4560.0,kgs,620145.0,9
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 40 GM T BLUE),4004.0,kgs,537264.0,7
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 40 GM RED),4004.0,kgs,537264.0,7
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(29 MM 40 GM M/O GREEN),4004.0,kgs,537264.0,7
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORM(36MM 55GM RED),3540.0,kgs,525880.0,7
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(36 MM 55 GM T. BLUE),2840.0,kgs,416840.0,6
M/s M.S PLASTIC(Murshidabad New),West Bengal,PET PREFORMS(36 MM 55 GM O GREEN NEW),3120.0,kgs,399530.0,5
